headline,link,source,is_sarcastic,is_domestic,is_foreign,is_politics
Ondanks ophokplicht groeit de kans dat pluimvee met vogelgriep besmet raakt,https://nu.nl/binnenland/6089832/ondanks-ophokplicht-groeit-de-kans-dat-pluimvee-met-vogelgriep-besmet-raakt.html,Nu.nl,0,1,0,0
Celstraffen voor Klaas Otto en advocaat voor beïnvloeden getuigen,https://nu.nl/binnenland/6090015/celstraffen-voor-klaas-otto-en-advocaat-voor-beinvloeden-getuigen.html,Nu.nl,0,1,0,0
"Aantal coronabesmettingen opnieuw gestegen, minder patiënten in ziekenhuis",https://nu.nl/coronavirus/6089936/aantal-coronabesmettingen-opnieuw-gestegen-minder-patienten-in-ziekenhuis.html,Nu.nl,0,1,0,0
Bellingcat: Nederlander die over MH17 blogt beïnvloed door Rusland,https://nu.nl/vliegramp-oekraine/6089940/bellingcat-nederlander-die-over-mh17-blogt-beinvloed-door-rusland.html,Nu.nl,0,1,0,0
Ontslag van directeur Cornelis Haga Lyceum in Amsterdam blijft in stand,https://nu.nl/binnenland/6089916/ontslag-van-directeur-cornelis-haga-lyceum-in-amsterdam-blijft-in-stand.html,Nu.nl,0,1,0,0
CuraÃ§ao meldt dagrecord: 51 nieuwe positieve coronatests,https://nu.nl/coronavirus/6089906/curacao-meldt-dagrecord-51-nieuwe-positieve-coronatests.html,Nu.nl,0,1,0,0
Kogelgaten te zien in ramen van Saoedische ambassade in Den Haag,https://nu.nl/binnenland/6089903/kogelgaten-te-zien-in-ramen-van-saoedische-ambassade-in-den-haag.html,Nu.nl,0,1,0,0
"Ambassade Saoedi-Arabië in Den Haag beschoten, geen gewonden",https://nu.nl/binnenland/6089891/ambassade-saoedi-arabie-in-den-haag-beschoten-geen-gewonden.html,Nu.nl,0,1,0,0
'Thuissituatie blijft vaak onveilig na melding bij Veilig Thuis',https://nu.nl/binnenland/6089890/thuissituatie-blijft-vaak-onveilig-na-melding-bij-veilig-thuis.html,Nu.nl,0,1,0,0
Weerbericht: Regenachtige dag met af en toe zon,https://nu.nl/binnenland/6089874/weerbericht-regenachtige-dag-met-af-en-toe-zon.html,Nu.nl,0,1,0,0
"Boete voor niet dragen mondmasker 95 euro, waarschijnlijk per december",https://nu.nl/coronavirus/6089857/boete-voor-niet-dragen-mondmasker-95-euro-waarschijnlijk-per-december.html,Nu.nl,0,1,0,0
Goed nieuws: Eeuwenoude vijgenboom gered | Nieuwe zoogdieren ontdekt,https://nu.nl/binnenland/6089829/goed-nieuws-eeuwenoude-vijgenboom-gered-nieuwe-zoogdieren-ontdekt.html,Nu.nl,0,1,0,0
Verdachten van autodiefstal en voorbereiding moord op vrije voeten gesteld,https://nu.nl/binnenland/6089813/verdachten-van-autodiefstal-en-voorbereiding-moord-op-vrije-voeten-gesteld.html,Nu.nl,0,1,0,0
Stoffelijke resten in Duits oorlogswrak geïdentificeerd als twintigjarige piloot,https://nu.nl/binnenland/6089812/stoffelijke-resten-in-duits-oorlogswrak-geidentificeerd-als-twintigjarige-piloot.html,Nu.nl,0,1,0,0
Uitspraak zaak-Nicky Verstappen live te volgen,https://nu.nl/binnenland/6089786/uitspraak-zaak-nicky-verstappen-live-te-volgen.html,Nu.nl,0,1,0,0
Hogescholen geven eerstejaars ook dit jaar geen bindend studieadvies,https://nu.nl/coronavirus/6089771/hogescholen-geven-eerstejaars-ook-dit-jaar-geen-bindend-studieadvies.html,Nu.nl,0,1,0,0
RIVM meldt na dagen van forse daling weer meer positieve testen (5.424),https://nu.nl/coronavirus/6089758/rivm-meldt-na-dagen-van-forse-daling-weer-meer-positieve-testen-5424.html,Nu.nl,0,1,0,0
Zevende besmetting met westnijlvirus vastgesteld in regio Arnhem,https://nu.nl/binnenland/6089740/zevende-besmetting-met-westnijlvirus-vastgesteld-in-regio-arnhem.html,Nu.nl,0,1,0,0
Meerdere veiligheidsregio's: Ga niet langs de deuren met Sint-Maarten,https://nu.nl/binnenland/6089705/meerdere-veiligheidsregios-ga-niet-langs-de-deuren-met-sint-maarten.html,Nu.nl,0,1,0,0
NS vraagt reizigers zich vooraf aan te melden voor treinritten,https://nu.nl/binnenland/6089653/ns-vraagt-reizigers-zich-vooraf-aan-te-melden-voor-treinritten.html,Nu.nl,0,1,0,0
"Weerbericht: Bewolking overheerst, later op de dag ook zon",https://nu.nl/binnenland/6089637/weerbericht-bewolking-overheerst-later-op-de-dag-ook-zon.html,Nu.nl,0,1,0,0
Politie houdt dertienjarige jongen aan voor steekpartij in Rotterdam,https://nu.nl/binnenland/6089640/politie-houdt-dertienjarige-jongen-aan-voor-steekpartij-in-rotterdam.html,Nu.nl,0,1,0,0
Hogere taaleis leidt mogelijk tot 'tienduizenden tweederangsburgers',https://nu.nl/binnenland/6089635/hogere-taaleis-leidt-mogelijk-tot-tienduizenden-tweederangsburgers.html,Nu.nl,0,1,0,0
Sharon Dijksma (PvdA) voorgedragen als nieuwe burgemeester van Utrecht,https://nu.nl/binnenland/6089612/sharon-dijksma-pvda-voorgedragen-als-nieuwe-burgemeester-van-utrecht.html,Nu.nl,0,1,0,0
F-35-piloten oefenen op Vliegbasis Volkel voor uitzending in 2021,https://nu.nl/algemeen/6089622/f-35-piloten-oefenen-op-vliegbasis-volkel-voor-uitzending-in-2021.html,Nu.nl,0,1,0,0
"Politie verwacht wietplantage op te rollen in Geleen, maar stuit op witlof",https://nu.nl/opmerkelijk/6089596/politie-verwacht-wietplantage-op-te-rollen-in-geleen-maar-stuit-op-witlof.html,Nu.nl,0,1,0,0
RIVM over dalende cijfers: 'Nog te vroeg om te juichen',https://nu.nl/algemeen/6089592/rivm-over-dalende-cijfers-nog-te-vroeg-om-te-juichen.html,Nu.nl,0,1,0,0
RIVM: Versoepeling kan snel leiden tot een ongecontroleerde uitbraak,https://nu.nl/coronavirus/6089569/rivm-versoepeling-kan-snel-leiden-tot-een-ongecontroleerde-uitbraak.html,Nu.nl,0,1,0,0
Goed nieuws: Positieve coronacijfers | Winst Biden goed voor klimaatakkoord,https://nu.nl/binnenland/6089578/goed-nieuws-positieve-coronacijfers-winst-biden-goed-voor-klimaatakkoord.html,Nu.nl,0,1,0,0
"Vogelgriep vastgesteld bij Gronings bedrijf, 48.000 kippen worden geruimd",https://nu.nl/binnenland/6089553/vogelgriep-vastgesteld-bij-gronings-bedrijf-48000-kippen-worden-geruimd.html,Nu.nl,0,1,0,0
"RIVM meldt dinsdag 4.695 nieuwe positieve tests, haast evenveel als maandag",https://nu.nl/coronavirus/6089541/rivm-meldt-dinsdag-4695-nieuwe-positieve-tests-haast-evenveel-als-maandag.html,Nu.nl,0,1,0,0
"R weer onder 1, afgelopen week 30 procent minder positieve tests",https://nu.nl/coronavirus/6089525/r-weer-onder-1-afgelopen-week-30-procent-minder-positieve-tests.html,Nu.nl,0,1,0,0
OM eist een jaar cel voor poging tot omkoping slachtoffers misbruikzaak Nepal,https://nu.nl/binnenland/6089510/om-eist-een-jaar-cel-voor-poging-tot-omkoping-slachtoffers-misbruikzaak-nepal.html,Nu.nl,0,1,0,0
Politie pakt nog een verdachte op in onderzoek vermissingszaak studente Bansi,https://nu.nl/binnenland/6089210/politie-pakt-nog-een-verdachte-op-in-onderzoek-vermissingszaak-studente-bansi.html,Nu.nl,0,1,0,0
Meer met alcoholvergiftiging opgenomen kinderen gebruiken ook drugs,https://nu.nl/binnenland/6089528/meer-met-alcoholvergiftiging-opgenomen-kinderen-gebruiken-ook-drugs.html,Nu.nl,0,1,0,0
'Wekelijks 170.000 coronatests niet door GGD uitgevoerd',https://nu.nl/coronavirus/6089420/wekelijks-170000-coronatests-niet-door-ggd-uitgevoerd.html,Nu.nl,0,1,0,0
Weerbericht: Bewolkte dag met hier en daar zon en een bui,https://nu.nl/binnenland/6089391/weerbericht-bewolkte-dag-met-hier-en-daar-zon-en-een-bui.html,Nu.nl,0,1,0,0
"Het coronavaccin komt eraan, maar kom jij wel aan de beurt?",https://nu.nl/binnenland/6089389/het-coronavaccin-komt-eraan-maar-kom-jij-wel-aan-de-beurt.html,Nu.nl,0,1,0,0
Grapperhaus over dalend aantal coronabesmettingen: 'We zijn er nog niet',https://nu.nl/coronavirus/6089383/grapperhaus-over-dalend-aantal-coronabesmettingen-we-zijn-er-nog-niet.html,Nu.nl,0,1,0,0
Dode bij schietpartij op camping in Midden-Drenthe,https://nu.nl/binnenland/6089380/dode-bij-schietpartij-op-camping-in-midden-drenthe.html,Nu.nl,0,1,0,0
Man uit Klazienaveen vrijgelaten in Drentse kofferbakmoordzaak,https://nu.nl/binnenland/6089378/man-uit-klazienaveen-vrijgelaten-in-drentse-kofferbakmoordzaak.html,Nu.nl,0,1,0,0
"Zorginstellingen blij met vuurwerkverbod, branche vreest faillissementen",https://nu.nl/binnenland/6089359/zorginstellingen-blij-met-vuurwerkverbod-branche-vreest-faillissementen.html,Nu.nl,0,1,0,0
Vrouw verdacht van doden bejaarde Nijkerkse en verwonden andere vrouw,https://nu.nl/binnenland/6089346/vrouw-verdacht-van-doden-bejaarde-nijkerkse-en-verwonden-andere-vrouw.html,Nu.nl,0,1,0,0
Zo veel zorg en geld scheelt een vuurwerkverbod in coronatijd,https://nu.nl/binnenland/6089344/zo-veel-zorg-en-geld-scheelt-een-vuurwerkverbod-in-coronatijd.html,Nu.nl,0,1,0,0
Kuipers: 'Steeds meer ruimte voor reguliere zorg als deze trend doorzet',https://nu.nl/coronavirus/6089298/kuipers-steeds-meer-ruimte-voor-reguliere-zorg-als-deze-trend-doorzet.html,Nu.nl,0,1,0,0
Acht vragen over drukte bij de huisartsen tijdens de tweede coronagolf,https://nu.nl/coronavirus/6089295/acht-vragen-over-drukte-bij-de-huisartsen-tijdens-de-tweede-coronagolf.html,Nu.nl,0,1,0,0
OM start onderzoek naar video waarin Wilders wordt bedreigd,https://nu.nl/binnenland/6089289/om-start-onderzoek-naar-video-waarin-wilders-wordt-bedreigd.html,Nu.nl,0,1,0,0
"RIVM meldt 4.709 positieve tests, forse daling van bijna duizend gevallen",https://nu.nl/coronavirus/6089284/rivm-meldt-4709-positieve-tests-forse-daling-van-bijna-duizend-gevallen.html,Nu.nl,0,1,0,0
Kabinet wil algeheel vuurwerkverbod voor komende jaarwisseling,https://nu.nl/coronavirus/6089280/kabinet-wil-algeheel-vuurwerkverbod-voor-komende-jaarwisseling.html,Nu.nl,0,1,0,0
Twee jaar cel voor mislukte bevrijding crimineel uit gevangenis in Zutphen,https://nu.nl/binnenland/6089279/twee-jaar-cel-voor-mislukte-bevrijding-crimineel-uit-gevangenis-in-zutphen.html,Nu.nl,0,1,0,0
Eerste XL-testlocatie met coronasneltests geopend in Groningen,https://nu.nl/coronavirus/6089273/eerste-xl-testlocatie-met-coronasneltests-geopend-in-groningen.html,Nu.nl,0,1,0,0
Alle verdachten rond bedreigingen op school Rotterdam weer vrij,https://nu.nl/binnenland/6089260/alle-verdachten-rond-bedreigingen-op-school-rotterdam-weer-vrij.html,Nu.nl,0,1,0,0
GGD zet landelijk tien rijdende coronatestbussen in,https://nu.nl/coronavirus/6088897/ggd-zet-landelijk-tien-rijdende-coronatestbussen-in.html,Nu.nl,0,1,0,0
Verdachte opgepakt voor moordpoging op Enschedese advocaat,https://nu.nl/binnenland/6089215/verdachte-opgepakt-voor-moordpoging-op-enschedese-advocaat.html,Nu.nl,0,1,0,0
Huisartsen nemen deel coronazorg van Amsterdamse ziekenhuizen over,https://nu.nl/coronavirus/6089169/huisartsen-nemen-deel-coronazorg-van-amsterdamse-ziekenhuizen-over.html,Nu.nl,0,1,0,0
"Weerbericht: Afwisselend zonnig en bewolkt, overwegend droog",https://nu.nl/binnenland/6089162/weerbericht-afwisselend-zonnig-en-bewolkt-overwegend-droog.html,Nu.nl,0,1,0,0
Politie boos vanwege uitlatingen over 'coronabonus' door jongerentak BIJ1,https://nu.nl/binnenland/6089165/politie-boos-vanwege-uitlatingen-over-coronabonus-door-jongerentak-bij1.html,Nu.nl,0,1,0,0
Zeldzame zwarte neushoorn geboren in Diergaarde Blijdorp,https://nu.nl/dieren/6089164/zeldzame-zwarte-neushoorn-geboren-in-diergaarde-blijdorp.html,Nu.nl,0,1,0,0
"Gewonde bij ontploffing in Friese woning, explosieve stof aangetroffen",https://nu.nl/binnenland/6089142/gewonde-bij-ontploffing-in-friese-woning-explosieve-stof-aangetroffen.html,Nu.nl,0,1,0,0
Weekweerbericht: Frissere week met zon en soms een bui,https://nu.nl/binnenland/6089120/weekweerbericht-frissere-week-met-zon-en-soms-een-bui.html,Nu.nl,0,1,0,0
Politie arresteert 36 personen tijdens actie tegen rondtrekkende bendes,https://nu.nl/binnenland/6089106/politie-arresteert-36-personen-tijdens-actie-tegen-rondtrekkende-bendes.html,Nu.nl,0,1,0,0
"RIVM meldt 5.703 positieve coronatests, 15 procent minder dan zaterdag",https://nu.nl/coronavirus/6089092/rivm-meldt-5703-positieve-coronatests-15-procent-minder-dan-zaterdag.html,Nu.nl,0,1,0,0
De onopgemerkte verdwijning van de zwangere studente Sumanta,https://nu.nl/binnenland/6089082/de-onopgemerkte-verdwijning-van-de-zwangere-studente-sumanta.html,Nu.nl,0,1,0,0
Nog eens vijf besmettingen met westnijlvirus vastgesteld in Nederland,https://nu.nl/binnenland/6089073/nog-eens-vijf-besmettingen-met-westnijlvirus-vastgesteld-in-nederland.html,Nu.nl,0,1,0,0
Verdachte opgepakt in verdwijningszaak studente Sumanta Bansi,https://nu.nl/binnenland/6089074/verdachte-opgepakt-in-verdwijningszaak-studente-sumanta-bansi.html,Nu.nl,0,1,0,0
Dronken bestuurder met vuurwapen negende keer betrapt zonder rijbewijs,https://nu.nl/binnenland/6089035/dronken-bestuurder-met-vuurwapen-negende-keer-betrapt-zonder-rijbewijs.html,Nu.nl,0,1,0,0
"Weerbericht: Vrijwel overal zonnig, af en toe sluierwolken",https://nu.nl/binnenland/6089026/weerbericht-vrijwel-overal-zonnig-af-en-toe-sluierwolken.html,Nu.nl,0,1,0,0
Arnhemmers herdenken buurtbewoner die overleed na mishandeling op straat,https://nu.nl/binnenland/6089005/arnhemmers-herdenken-buurtbewoner-die-overleed-na-mishandeling-op-straat.html,Nu.nl,0,1,0,0
"RIVM meldt 6.689 nieuwe positieve coronatests, minder dan vrijdag",https://nu.nl/coronavirus/6088962/rivm-meldt-6689-nieuwe-positieve-coronatests-minder-dan-vrijdag.html,Nu.nl,0,1,0,0
Vier minderjarigen opgepakt in verband met brand in Utrechts theatergebouw,https://nu.nl/binnenland/6088919/vier-minderjarigen-opgepakt-in-verband-met-brand-in-utrechts-theatergebouw.html,Nu.nl,0,1,0,0
Nog twee verdachten aangehouden vanwege bedreiging Rotterdamse docent,https://nu.nl/binnenland/6088910/nog-twee-verdachten-aangehouden-vanwege-bedreiging-rotterdamse-docent.html,Nu.nl,0,1,0,0
"Weerbericht: Relatief zachte zaterdag, in de middag sluierbewolking",https://nu.nl/binnenland/6088899/weerbericht-relatief-zachte-zaterdag-in-de-middag-sluierbewolking.html,Nu.nl,0,1,0,0
Hackoperatie EncroChat is 'staatsgeheim',https://nu.nl/binnenland/6088898/hackoperatie-encrochat-is-staatsgeheim.html,Nu.nl,0,1,0,0
Twee Haagse vrouwen aangehouden op Schiphol na terugkeer uit Syrië,https://nu.nl/binnenland/6088893/twee-haagse-vrouwen-aangehouden-op-schiphol-na-terugkeer-uit-syrie.html,Nu.nl,0,1,0,0
Waarom mogen we vlees van de Oostvaardersplassen-runderen niet eten?,https://nu.nl/binnenland/6088847/waarom-mogen-we-vlees-van-de-oostvaardersplassen-runderen-niet-eten.html,Nu.nl,0,1,0,0
Rutte: 'We hebben niet de luxe om avondklok uit te sluiten',https://nu.nl/binnenland/6088848/rutte-we-hebben-niet-de-luxe-om-avondklok-uit-te-sluiten.html,Nu.nl,0,1,0,0
Weekendweerbericht: Volop zon met zachte herfsttemperaturen,https://nu.nl/binnenland/6088825/weekendweerbericht-volop-zon-met-zachte-herfsttemperaturen.html,Nu.nl,0,1,0,0
Ex-agent en havenmedewerkers Rotterdam verdacht van drugssmokkel,https://nu.nl/binnenland/6088831/ex-agent-en-havenmedewerkers-rotterdam-verdacht-van-drugssmokkel.html,Nu.nl,0,1,0,0
Nederlandse politie onderzoekt verleden van sekte Orde der Transformanten,https://nu.nl/binnenland/6088828/nederlandse-politie-onderzoekt-verleden-van-sekte-orde-der-transformanten.html,Nu.nl,0,1,0,0
'Unieke sporen' van eerste landbouwers opgegraven in Gelderland,https://nu.nl/wetenschap/6088826/unieke-sporen-van-eerste-landbouwers-opgegraven-in-gelderland.html,Nu.nl,0,1,0,0
Drie keer levenslang opgelegd voor viervoudige moord in Enschede,https://nu.nl/binnenland/6088733/drie-keer-levenslang-opgelegd-voor-viervoudige-moord-in-enschede.html,Nu.nl,0,1,0,0
Na zes dagen weer stijging van aantal nieuwe positieve coronatests (7.272),https://nu.nl/coronavirus/6088767/na-zes-dagen-weer-stijging-van-aantal-nieuwe-positieve-coronatests-7272.html,Nu.nl,0,1,0,0
"OM eist 30 jaar cel voor liquidatie, pogingen tot moord en brandstichtingen",https://nu.nl/binnenland/6088749/om-eist-30-jaar-cel-voor-liquidatie-pogingen-tot-moord-en-brandstichtingen.html,Nu.nl,0,1,0,0
Zo gaat een coronatest op deze XL-locatie in Rotterdam eruit zien,https://nu.nl/binnenland/6088748/zo-gaat-een-coronatest-op-deze-xl-locatie-in-rotterdam-eruit-zien.html,Nu.nl,0,1,0,0
OM seponeert zaak tegen ex-partner van gedode Steenwijker,https://nu.nl/binnenland/6088738/om-seponeert-zaak-tegen-ex-partner-van-gedode-steenwijker.html,Nu.nl,0,1,0,0
"Nederland krijgt twintig nieuwe grote testlocaties, vier in Amsterdam",https://nu.nl/coronavirus/6088715/nederland-krijgt-twintig-nieuwe-grote-testlocaties-vier-in-amsterdam.html,Nu.nl,0,1,0,0
Hof moet opnieuw kijken naar gratieverzoek zesvoudig moordenaar Delft,https://nu.nl/binnenland/6088719/hof-moet-opnieuw-kijken-naar-gratieverzoek-zesvoudig-moordenaar-delft.html,Nu.nl,0,1,0,0
Onduidelijk of man die aanslag op Pride aankondigde geradicaliseerd is,https://nu.nl/binnenland/6088700/onduidelijk-of-man-die-aanslag-op-pride-aankondigde-geradicaliseerd-is.html,Nu.nl,0,1,0,0
Vrouw opgepakt in verband met bedreiging Rotterdamse docent om spotprent,https://nu.nl/binnenland/6088668/vrouw-opgepakt-in-verband-met-bedreiging-rotterdamse-docent-om-spotprent.html,Nu.nl,0,1,0,0
"Weerbericht: Grijs begin van de dag, in de middag meer zon",https://nu.nl/binnenland/6088650/weerbericht-grijs-begin-van-de-dag-in-de-middag-meer-zon.html,Nu.nl,0,1,0,0
Feyenoord-supporters steken massaal vuurwerk af in Rotterdam,https://nu.nl/algemeen/6088634/feyenoord-supporters-steken-massaal-vuurwerk-af-in-rotterdam.html,Nu.nl,0,1,0,0
"Waarom de tweede golf minder intens is, maar wel langer duurt",https://nu.nl/coronavirus/6088485/waarom-de-tweede-golf-minder-intens-is-maar-wel-langer-duurt.html,Nu.nl,0,1,0,0
Gemiddeld aantal coronapatiënten in ziekenhuis gestabiliseerd,https://nu.nl/coronavirus/6088550/gemiddeld-aantal-coronapatienten-in-ziekenhuis-gestabiliseerd.html,Nu.nl,0,1,0,0
"Aantal nieuwe positieve coronatests onder de 7.000 gezakt, zesde daling op rij",https://nu.nl/coronavirus/6088545/aantal-nieuwe-positieve-coronatests-onder-de-7000-gezakt-zesde-daling-op-rij.html,Nu.nl,0,1,0,0
OM: Ridouan T. heeft dodenlijst met namen van journalisten en officieren,https://nu.nl/binnenland/6088532/om-ridouan-t-heeft-dodenlijst-met-namen-van-journalisten-en-officieren.html,Nu.nl,0,1,0,0
Acht miljoen Nederlanders hebben keuze ingevuld in Donorregister,https://nu.nl/binnenland/6088537/acht-miljoen-nederlanders-hebben-keuze-ingevuld-in-donorregister.html,Nu.nl,0,1,0,0
Weerbericht: De zon schijnt geregeld,https://nu.nl/binnenland/6088515/weerbericht-de-zon-schijnt-geregeld.html,Nu.nl,0,1,0,0
Dit gebeurt er als je een bijwerking van een vaccin of medicijn meldt,https://nu.nl/coronavirus/6088347/dit-gebeurt-er-als-je-een-bijwerking-van-een-vaccin-of-medicijn-meldt.html,Nu.nl,0,1,0,0
Renovatie Afsluitdijk neemt zeker drie jaar langer in beslag door ontwerpfout,https://nu.nl/binnenland/6088463/renovatie-afsluitdijk-neemt-zeker-drie-jaar-langer-in-beslag-door-ontwerpfout.html,Nu.nl,0,1,0,0
"Ravage door plofkraak in Hilversum, explosief onschadelijk gemaakt",https://nu.nl/binnenland/6088450/ravage-door-plofkraak-in-hilversum-explosief-onschadelijk-gemaakt.html,Nu.nl,0,1,0,0
Inspectie: Politie onderschatte invloed influencers bij BLM-protesten,https://nu.nl/binnenland/6087963/inspectie-politie-onderschatte-invloed-influencers-bij-blm-protesten.html,Nu.nl,0,1,0,0
"Opnieuw vogelgriep vastgesteld in Gelderland, twee bedrijven geruimd",https://nu.nl/binnenland/6088431/opnieuw-vogelgriep-vastgesteld-in-gelderland-twee-bedrijven-geruimd.html,Nu.nl,0,1,0,0
"Weerbericht: Geregeld zon, vanuit het noorden bewolking",https://nu.nl/binnenland/6088412/weerbericht-geregeld-zon-vanuit-het-noorden-bewolking.html,Nu.nl,0,1,0,0
'Bedreigde docent duikt onder om spotprent in Rotterdamse klas',https://nu.nl/binnenland/6088406/bedreigde-docent-duikt-onder-om-spotprent-in-rotterdamse-klas.html,Nu.nl,0,1,0,0
"Toch geen zwemlessen voor kinderen tot en met 12 jaar, zwembaden dicht",https://nu.nl/binnenland/6088396/toch-geen-zwemlessen-voor-kinderen-tot-en-met-12-jaar-zwembaden-dicht.html,Nu.nl,0,1,0,0
Vleesverwerker in Limburg sluit na 41 coronabesmettingen bij medewerkers,https://nu.nl/binnenland/6088391/vleesverwerker-in-limburg-sluit-na-41-coronabesmettingen-bij-medewerkers.html,Nu.nl,0,1,0,0
KNVB denkt alleen in gunstigste scenario amateurseizoen te kunnen afmaken,https://nu.nl/voetbal/6088349/knvb-denkt-alleen-in-gunstigste-scenario-amateurseizoen-te-kunnen-afmaken.html,Nu.nl,0,1,0,0
Menselijke resten aangetroffen bij berging van Duits vliegtuigwrak,https://nu.nl/binnenland/6088346/menselijke-resten-aangetroffen-bij-berging-van-duits-vliegtuigwrak.html,Nu.nl,0,1,0,0
Politie: Geen sprake van dreigende situatie na incident Utrecht Centraal,https://nu.nl/binnenland/6088333/politie-geen-sprake-van-dreigende-situatie-na-incident-utrecht-centraal.html,Nu.nl,0,1,0,0
"RIVM meldt 7.657 positieve coronatests, 1,5 procent minder dan dinsdag",https://nu.nl/coronavirus/6088305/rivm-meldt-7657-positieve-coronatests-15-procent-minder-dan-dinsdag.html,Nu.nl,0,1,0,0
Weerbericht: Veel ruimte voor de zon,https://nu.nl/binnenland/6088303/weerbericht-veel-ruimte-voor-de-zon.html,Nu.nl,0,1,0,0
Politiemensen krijgen eenmalige bonus van 300 euro 'als blijk van waardering',https://nu.nl/binnenland/6088293/politiemensen-krijgen-eenmalige-bonus-van-300-euro-als-blijk-van-waardering.html,Nu.nl,0,1,0,0
Berging van ontspoorde metro in Spijkenisse afgerond,https://nu.nl/binnenland/6088282/berging-van-ontspoorde-metro-in-spijkenisse-afgerond.html,Nu.nl,0,1,0,0
Man die Bas van Wijk doodschoot zal psychisch worden onderzocht,https://nu.nl/algemeen/6088218/man-die-bas-van-wijk-doodschoot-zal-psychisch-worden-onderzocht.html,Nu.nl,0,1,0,0
Weerbericht: Overwegend droog met zonnige periodes,https://nu.nl/binnenland/6088187/weerbericht-overwegend-droog-met-zonnige-periodes.html,Nu.nl,0,1,0,0
Verband tussen beschietingen op advocaat in Gronau en sportschool in Losser,https://nu.nl/binnenland/6088190/verband-tussen-beschietingen-op-advocaat-in-gronau-en-sportschool-in-losser.html,Nu.nl,0,1,0,0
Analyse coronamaatregelen: 'Kerst wordt anders dan andere jaren',https://nu.nl/algemeen/6088185/analyse-coronamaatregelen-kerst-wordt-anders-dan-andere-jaren.html,Nu.nl,0,1,0,0
Antwoorden op jullie vragen over de nieuwe coronamaatregelen,https://nu.nl/coronavirus/6088163/antwoorden-op-jullie-vragen-over-de-nieuwe-coronamaatregelen.html,Nu.nl,0,1,0,0
Rutte over vakanties in Nederland: 'Ga niet dreutelen',https://nu.nl/binnenland/6088167/rutte-over-vakanties-in-nederland-ga-niet-dreutelen.html,Nu.nl,0,1,0,0
"Utrecht CS weer vrijgegeven, twee treinpassagiers aangehouden",https://nu.nl/binnenland/6088161/utrecht-cs-weer-vrijgegeven-twee-treinpassagiers-aangehouden.html,Nu.nl,0,1,0,0
"Heel Utrecht CS ontruimd, politie onderzoekt trein",https://nu.nl/binnenland/6088150/heel-utrecht-cs-ontruimd-politie-onderzoekt-trein.html,Nu.nl,0,1,0,0
Dit zijn alle nieuwe coronamaatregelen van het kabinet,https://nu.nl/coronavirus/6088045/dit-zijn-alle-nieuwe-coronamaatregelen-van-het-kabinet.html,Nu.nl,0,1,0,0
"Maximale groepsgrootte buiten naar twee personen, doorstroomlocaties dicht",https://nu.nl/coronavirus/6088140/maximale-groepsgrootte-buiten-naar-twee-personen-doorstroomlocaties-dicht.html,Nu.nl,0,1,0,0
Kabinet overweegt avondklok voor regio's met veel coronabesmettingen,https://nu.nl/coronavirus/6088138/kabinet-overweegt-avondklok-voor-regios-met-veel-coronabesmettingen.html,Nu.nl,0,1,0,0
Docent Rotterdamse school bedreigd vanwege spotprent,https://nu.nl/binnenland/6088133/docent-rotterdamse-school-bedreigd-vanwege-spotprent.html,Nu.nl,0,1,0,0
Geen kerstvakanties in het buitenland: negatief reisadvies tot half januari,https://nu.nl/coronavirus/6088137/geen-kerstvakanties-in-het-buitenland-negatief-reisadvies-tot-half-januari.html,Nu.nl,0,1,0,0
Loshangende deel ontspoorde metro in Spijkenisse geborgen,https://nu.nl/binnenland/6088135/loshangende-deel-ontspoorde-metro-in-spijkenisse-geborgen.html,Nu.nl,0,1,0,0
Kijk hier de persconferentie van Rutte en De Jonge over corona,https://nu.nl/coronavirus/6088129/kijk-hier-de-persconferentie-van-rutte-en-de-jonge-over-corona.html,Nu.nl,0,1,0,0
Meerderheid Tweede Kamer staat open voor tijdelijk vuurwerkverbod,https://nu.nl/politiek/6088132/meerderheid-tweede-kamer-staat-open-voor-tijdelijk-vuurwerkverbod.html,Nu.nl,0,1,0,0
Afschot van grote grazers in Oostvaardersplassen woensdag hervat,https://nu.nl/binnenland/6088121/afschot-van-grote-grazers-in-oostvaardersplassen-woensdag-hervat.html,Nu.nl,0,1,0,0
"64.087 positieve coronatests in afgelopen week, eerste daling in maanden",https://nu.nl/coronavirus/6088047/64087-positieve-coronatests-in-afgelopen-week-eerste-daling-in-maanden.html,Nu.nl,0,1,0,0
Aantal positieve coronatests dinsdag verder gedaald,https://nu.nl/coronavirus/6088056/aantal-positieve-coronatests-dinsdag-verder-gedaald.html,Nu.nl,0,1,0,0
OM eist tbs voor tijdens psychose doodsteken van hardloper in Groningen,https://nu.nl/binnenland/6088021/om-eist-tbs-voor-tijdens-psychose-doodsteken-van-hardloper-in-groningen.html,Nu.nl,0,1,0,0
Twee chimpansees doodgeschoten na ontsnapping in DierenPark Amersfoort,https://nu.nl/binnenland/6088041/twee-chimpansees-doodgeschoten-na-ontsnapping-in-dierenpark-amersfoort.html,Nu.nl,0,1,0,0
OM verdenkt man in Brabantse AMBER Alert-zaak van seks met minderjarige,https://nu.nl/binnenland/6088017/om-verdenkt-man-in-brabantse-amber-alert-zaak-van-seks-met-minderjarige.html,Nu.nl,0,1,0,0
